N,lL,hH,LH,data_name,x,y
1,0.10,0.10,0.625,0.25,1,28452.1
1,0.10,0.10,0.625,0.25,1.08,26719.4
1,0.10,0.10,0.625,0.25,1.17,24906.2
1,0.10,0.10,0.625,0.25,1.26,23221.3
1,0.10,0.10,0.625,0.25,1.36,21459.4
1,0.10,0.10,0.625,0.25,1.47,19688.4
1,0.10,0.10,0.625,0.25,1.59,17958.7
1,0.10,0.10,0.625,0.25,1.71,16424.9
1,0.10,0.10,0.625,0.25,1.85,14861.9
1,0.10,0.10,0.625,0.25,2,13425.3
1,0.10,0.10,0.625,0.25,2.16,12120.2
1,0.10,0.10,0.625,0.25,2.33,10942.8
1,0.10,0.10,0.625,0.25,2.51,9893.56
1,0.10,0.10,0.625,0.25,2.71,8924.4
1,0.10,0.10,0.625,0.25,2.93,8020.56
1,0.10,0.10,0.625,0.25,3.17,7216.94
1,0.10,0.10,0.625,0.25,3.42,6509.78
1,0.10,0.10,0.625,0.25,3.69,5882.46
1,0.10,0.10,0.625,0.25,3.99,5285.08
1,0.10,0.10,0.625,0.25,4.3,4787.87
1,0.10,0.10,0.625,0.25,4.65,4302.38
1,0.10,0.10,0.625,0.25,5.02,3879.93
1,0.10,0.10,0.625,0.25,5.42,3504.05
1,0.10,0.10,0.625,0.25,5.85,3166.45
1,0.10,0.10,0.625,0.25,6.32,2845.55
1,0.10,0.10,0.625,0.25,6.82,2570.25
1,0.10,0.10,0.625,0.25,7.37,2311.9
1,0.10,0.10,0.625,0.25,7.96,2069.49
1,0.10,0.10,0.625,0.25,8.59,1858.39
1,0.10,0.10,0.625,0.25,9.28,1665.39
1,0.10,0.10,0.625,0.25,10.02,1488.13
1,0.10,0.10,0.625,0.25,10.82,1323.84
1,0.10,0.10,0.625,0.25,11.68,1181.21
1,0.10,0.10,0.625,0.25,12.61,1042.21
1,0.10,0.10,0.625,0.25,13.62,917.475
1,0.10,0.10,0.625,0.25,14.71,808.775
1,0.10,0.10,0.625,0.25,15.88,717.632
1,0.10,0.10,0.625,0.25,17.15,630.9
1,0.10,0.10,0.625,0.25,18.52,557.085
1,0.10,0.10,0.625,0.25,20,488.118
1,0.10,0.10,0.625,0.50,1,11953.3
1,0.10,0.10,0.625,0.50,1.08,11180.3
1,0.10,0.10,0.625,0.50,1.17,10391.5
1,0.10,0.10,0.625,0.50,1.26,9659.37
1,0.10,0.10,0.625,0.50,1.36,8898.99
1,0.10,0.10,0.625,0.50,1.47,8135.62
1,0.10,0.10,0.625,0.50,1.59,7390.69
1,0.10,0.10,0.625,0.50,1.71,6732.8
1,0.10,0.10,0.625,0.50,1.85,6069.25
1,0.10,0.10,0.625,0.50,2,5464.6
1,0.10,0.10,0.625,0.50,2.16,4918.82
1,0.10,0.10,0.625,0.50,2.33,4432.13
1,0.10,0.10,0.625,0.50,2.51,3996.7
1,0.10,0.10,0.625,0.50,2.71,3595.46
1,0.10,0.10,0.625,0.50,2.93,3226.87
1,0.10,0.10,0.625,0.50,3.17,2892.72
1,0.10,0.10,0.625,0.50,3.42,2604.13
1,0.10,0.10,0.625,0.50,3.69,2343.56
1,0.10,0.10,0.625,0.50,3.99,2100.39
1,0.10,0.10,0.625,0.50,4.3,1897.13
1,0.10,0.10,0.625,0.50,4.65,1698.7
1,0.10,0.10,0.625,0.50,5.02,1527.34
1,0.10,0.10,0.625,0.50,5.42,1376.42
1,0.10,0.10,0.625,0.50,5.85,1235.78
1,0.10,0.10,0.625,0.50,6.32,1108.16
1,0.10,0.10,0.625,0.50,6.82,997.892
1,0.10,0.10,0.625,0.50,7.37,893.268
1,0.10,0.10,0.625,0.50,7.96,796.603
1,0.10,0.10,0.625,0.50,8.59,713.321
1,0.10,0.10,0.625,0.50,9.28,637.418
1,0.10,0.10,0.625,0.50,10.02,566.059
1,0.10,0.10,0.625,0.50,10.82,503.046
1,0.10,0.10,0.625,0.50,11.68,446.677
1,0.10,0.10,0.625,0.50,12.61,392.017
1,0.10,0.10,0.625,0.50,13.62,342.715
1,0.10,0.10,0.625,0.50,14.71,303.144
1,0.10,0.10,0.625,0.50,15.88,267.087
1,0.10,0.10,0.625,0.50,17.15,234.486
1,0.10,0.10,0.625,0.50,18.52,206.602
1,0.10,0.10,0.625,0.50,20,179.528
1,0.10,0.10,0.625,1.00,1,3559.31
1,0.10,0.10,0.625,1.00,1.08,3328.29
1,0.10,0.10,0.625,1.00,1.17,3086.73
1,0.10,0.10,0.625,1.00,1.26,2857.85
1,0.10,0.10,0.625,1.00,1.36,2621.95
1,0.10,0.10,0.625,1.00,1.47,2388.78
1,0.10,0.10,0.625,1.00,1.59,2164.77
1,0.10,0.10,0.625,1.00,1.71,1968.56
1,0.10,0.10,0.625,1.00,1.85,1770.87
1,0.10,0.10,0.625,1.00,2,1590.96
1,0.10,0.10,0.625,1.00,2.16,1428.9
1,0.10,0.10,0.625,1.00,2.33,1284.32
1,0.10,0.10,0.625,1.00,2.51,1156.25
1,0.10,0.10,0.625,1.00,2.71,1036.36
1,0.10,0.10,0.625,1.00,2.93,927.845
1,0.10,0.10,0.625,1.00,3.17,829.037
1,0.10,0.10,0.625,1.00,3.42,745.192
1,0.10,0.10,0.625,1.00,3.69,668.236
1,0.10,0.10,0.625,1.00,3.99,599.216
1,0.10,0.10,0.625,1.00,4.3,538.516
1,0.10,0.10,0.625,1.00,4.65,482.209
1,0.10,0.10,0.625,1.00,5.02,433.506
1,0.10,0.10,0.625,1.00,5.42,389.825
1,0.10,0.10,0.625,1.00,5.85,349.484
1,0.10,0.10,0.625,1.00,6.32,313.801
1,0.10,0.10,0.625,1.00,6.82,282.04
1,0.10,0.10,0.625,1.00,7.37,251.918
1,0.10,0.10,0.625,1.00,7.96,225.065
1,0.10,0.10,0.625,1.00,8.59,201.523
1,0.10,0.10,0.625,1.00,9.28,179.565
1,0.10,0.10,0.625,1.00,10.02,159.28
1,0.10,0.10,0.625,1.00,10.82,141.61
1,0.10,0.10,0.625,1.00,11.68,124.779
1,0.10,0.10,0.625,1.00,12.61,109.467
1,0.10,0.10,0.625,1.00,13.62,96.1152
1,0.10,0.10,0.625,1.00,14.71,85.201
1,0.10,0.10,0.625,1.00,15.88,74.8606
1,0.10,0.10,0.625,1.00,17.15,65.8172
1,0.10,0.10,0.625,1.00,18.52,57.3412
1,0.10,0.10,0.625,1.00,20,49.6846
1,0.10,0.10,0.625,2.00,1,735.968
1,0.10,0.10,0.625,2.00,1.08,647.467
1,0.10,0.10,0.625,2.00,1.17,566.852
1,0.10,0.10,0.625,2.00,1.26,500.676
1,0.10,0.10,0.625,2.00,1.36,439.886
1,0.10,0.10,0.625,2.00,1.47,382.988
1,0.10,0.10,0.625,2.00,1.59,345.453
1,0.10,0.10,0.625,2.00,1.71,314.021
1,0.10,0.10,0.625,2.00,1.85,282.808
1,0.10,0.10,0.625,2.00,2,254.652
1,0.10,0.10,0.625,2.00,2.16,229.754
1,0.10,0.10,0.625,2.00,2.33,207.54
1,0.10,0.10,0.625,2.00,2.51,187.872
1,0.10,0.10,0.625,2.00,2.71,169.34
1,0.10,0.10,0.625,2.00,2.93,152.541
1,0.10,0.10,0.625,2.00,3.17,137.019
1,0.10,0.10,0.625,2.00,3.42,123.744
1,0.10,0.10,0.625,2.00,3.69,111.645
1,0.10,0.10,0.625,2.00,3.99,100.343
1,0.10,0.10,0.625,2.00,4.3,90.6933
1,0.10,0.10,0.625,2.00,4.65,81.5299
1,0.10,0.10,0.625,2.00,5.02,73.24
1,0.10,0.10,0.625,2.00,5.42,65.89
1,0.10,0.10,0.625,2.00,5.85,59.1827
1,0.10,0.10,0.625,2.00,6.32,52.9075
1,0.10,0.10,0.625,2.00,6.82,47.3806
1,0.10,0.10,0.625,2.00,7.37,42.3446
1,0.10,0.10,0.625,2.00,7.96,37.7716
1,0.10,0.10,0.625,2.00,8.59,33.5848
1,0.10,0.10,0.625,2.00,9.28,29.866
1,0.10,0.10,0.625,2.00,10.02,26.4385
1,0.10,0.10,0.625,2.00,10.82,23.3826
1,0.10,0.10,0.625,2.00,11.68,20.7282
1,0.10,0.10,0.625,2.00,12.61,18.4613
1,0.10,0.10,0.625,2.00,13.62,16.2526
1,0.10,0.10,0.625,2.00,14.71,14.3205
1,0.10,0.10,0.625,2.00,15.88,12.64
1,0.10,0.10,0.625,2.00,17.15,11.0967
1,0.10,0.10,0.625,2.00,18.52,9.83194
1,0.10,0.10,0.625,2.00,20,8.69264
1,0.10,0.10,0.625,4.00,1,95.4024
1,0.10,0.10,0.625,4.00,1.08,86.5392
1,0.10,0.10,0.625,4.00,1.17,79.7195
1,0.10,0.10,0.625,4.00,1.26,73.622
1,0.10,0.10,0.625,4.00,1.36,67.72
1,0.10,0.10,0.625,4.00,1.47,62.137
1,0.10,0.10,0.625,4.00,1.59,56.8986
1,0.10,0.10,0.625,4.00,1.71,52.367
1,0.10,0.10,0.625,4.00,1.85,47.78
1,0.10,0.10,0.625,4.00,2,43.5505
1,0.10,0.10,0.625,4.00,2.16,39.772
1,0.10,0.10,0.625,4.00,2.33,36.3362
1,0.10,0.10,0.625,4.00,2.51,33.2689
1,0.10,0.10,0.625,4.00,2.71,30.32
1,0.10,0.10,0.625,4.00,2.93,27.6046
1,0.10,0.10,0.625,4.00,3.17,25.04
1,0.10,0.10,0.625,4.00,3.42,22.8504
1,0.10,0.10,0.625,4.00,3.69,20.7776
1,0.10,0.10,0.625,4.00,3.99,18.8811
1,0.10,0.10,0.625,4.00,4.3,17.2291
1,0.10,0.10,0.625,4.00,4.65,15.6348
1,0.10,0.10,0.625,4.00,5.02,14.194
1,0.10,0.10,0.625,4.00,5.42,12.8943
1,0.10,0.10,0.625,4.00,5.85,11.6926
1,0.10,0.10,0.625,4.00,6.32,10.5661
1,0.10,0.10,0.625,4.00,6.82,9.57805
1,0.10,0.10,0.625,4.00,7.37,8.65664
1,0.10,0.10,0.625,4.00,7.96,7.82299
1,0.10,0.10,0.625,4.00,8.59,7.05705
1,0.10,0.10,0.625,4.00,9.28,6.36262
1,0.10,0.10,0.625,4.00,10.02,5.70702
1,0.10,0.10,0.625,4.00,10.82,5.1229
1,0.10,0.10,0.625,4.00,11.68,4.60036
1,0.10,0.10,0.625,4.00,12.61,4.14762
1,0.10,0.10,0.625,4.00,13.62,3.71127
1,0.10,0.10,0.625,4.00,14.71,3.32879
1,0.10,0.10,0.625,4.00,15.88,2.96817
1,0.10,0.10,0.625,4.00,17.15,2.64666
1,0.10,0.10,0.625,4.00,18.52,2.36888
1,0.10,0.10,0.625,4.00,20,2.11998
1,0.10,0.10,1.250,0.25,1,40489.3
1,0.10,0.10,1.250,0.25,1.08,39418.3
1,0.10,0.10,1.250,0.25,1.17,38400.3
1,0.10,0.10,1.250,0.25,1.26,37585.9
1,0.10,0.10,1.250,0.25,1.36,36185.3
1,0.10,0.10,1.250,0.25,1.47,33819.9
1,0.10,0.10,1.250,0.25,1.59,30977.4
1,0.10,0.10,1.250,0.25,1.71,28198.4
1,0.10,0.10,1.250,0.25,1.85,25143.9
1,0.10,0.10,1.250,0.25,2,22154.4
1,0.10,0.10,1.250,0.25,2.16,19309.9
1,0.10,0.10,1.250,0.25,2.33,17467.2
1,0.10,0.10,1.250,0.25,2.51,15856.1
1,0.10,0.10,1.250,0.25,2.71,14313.9
1,0.10,0.10,1.250,0.25,2.93,12884.3
1,0.10,0.10,1.250,0.25,3.17,11582
1,0.10,0.10,1.250,0.25,3.42,10446.3
1,0.10,0.10,1.250,0.25,3.69,9414.53
1,0.10,0.10,1.250,0.25,3.99,8462.89
1,0.10,0.10,1.250,0.25,4.3,7651.86
1,0.10,0.10,1.250,0.25,4.65,6874.73
1,0.10,0.10,1.250,0.25,5.02,6202.79
1,0.10,0.10,1.250,0.25,5.42,5592.05
1,0.10,0.10,1.250,0.25,5.85,5049.55
1,0.10,0.10,1.250,0.25,6.32,4548.84
1,0.10,0.10,1.250,0.25,6.82,4108.72
1,0.10,0.10,1.250,0.25,7.37,3704
1,0.10,0.10,1.250,0.25,7.96,3333.75
1,0.10,0.10,1.250,0.25,8.59,3017.44
1,0.10,0.10,1.250,0.25,9.28,2719.88
1,0.10,0.10,1.250,0.25,10.02,2445.56
1,0.10,0.10,1.250,0.25,10.82,2208.83
1,0.10,0.10,1.250,0.25,11.68,1987.88
1,0.10,0.10,1.250,0.25,12.61,1779.26
1,0.10,0.10,1.250,0.25,13.62,1592.21
1,0.10,0.10,1.250,0.25,14.71,1424.26
1,0.10,0.10,1.250,0.25,15.88,1265.9
1,0.10,0.10,1.250,0.25,17.15,1121.98
1,0.10,0.10,1.250,0.25,18.52,996.956
1,0.10,0.10,1.250,0.25,20,876.432
1,0.10,0.10,1.250,0.50,1,17138.7
1,0.10,0.10,1.250,0.50,1.08,16686.1
1,0.10,0.10,1.250,0.50,1.17,16288
1,0.10,0.10,1.250,0.50,1.26,15911.6
1,0.10,0.10,1.250,0.50,1.36,15129
1,0.10,0.10,1.250,0.50,1.47,14050.2
1,0.10,0.10,1.250,0.50,1.59,12846
1,0.10,0.10,1.250,0.50,1.71,11648.2
1,0.10,0.10,1.250,0.50,1.85,10364.6
1,0.10,0.10,1.250,0.50,2,9083.2
1,0.10,0.10,1.250,0.50,2.16,7900.76
1,0.10,0.10,1.250,0.50,2.33,7157.92
1,0.10,0.10,1.250,0.50,2.51,6478.63
1,0.10,0.10,1.250,0.50,2.71,5834.1
1,0.10,0.10,1.250,0.50,2.93,5236.46
1,0.10,0.10,1.250,0.50,3.17,4692.82
1,0.10,0.10,1.250,0.50,3.42,4220.67
1,0.10,0.10,1.250,0.50,3.69,3794.73
1,0.10,0.10,1.250,0.50,3.99,3401.93
1,0.10,0.10,1.250,0.50,4.3,3067.45
1,0.10,0.10,1.250,0.50,4.65,2752.4
1,0.10,0.10,1.250,0.50,5.02,2475.28
1,0.10,0.10,1.250,0.50,5.42,2226.61
1,0.10,0.10,1.250,0.50,5.85,2004.02
1,0.10,0.10,1.250,0.50,6.32,1798.4
1,0.10,0.10,1.250,0.50,6.82,1621.01
1,0.10,0.10,1.250,0.50,7.37,1453
1,0.10,0.10,1.250,0.50,7.96,1304.14
1,0.10,0.10,1.250,0.50,8.59,1177.37
1,0.10,0.10,1.250,0.50,9.28,1054.93
1,0.10,0.10,1.250,0.50,10.02,946.782
1,0.10,0.10,1.250,0.50,10.82,852.093
1,0.10,0.10,1.250,0.50,11.68,764.126
1,0.10,0.10,1.250,0.50,12.61,680.931
1,0.10,0.10,1.250,0.50,13.62,607.668
1,0.10,0.10,1.250,0.50,14.71,541.93
1,0.10,0.10,1.250,0.50,15.88,478.871
1,0.10,0.10,1.250,0.50,17.15,423.962
1,0.10,0.10,1.250,0.50,18.52,374.973
1,0.10,0.10,1.250,0.50,20,327.416
1,0.10,0.10,1.250,1.00,1,5220.48
1,0.10,0.10,1.250,1.00,1.08,5098.03
1,0.10,0.10,1.250,1.00,1.17,4986.03
1,0.10,0.10,1.250,1.00,1.26,4820.52
1,0.10,0.10,1.250,1.00,1.36,4545.85
1,0.10,0.10,1.250,1.00,1.47,4201.65
1,0.10,0.10,1.250,1.00,1.59,3820.01
1,0.10,0.10,1.250,1.00,1.71,3456.07
1,0.10,0.10,1.250,1.00,1.85,3048.82
1,0.10,0.10,1.250,1.00,2,2662.42
1,0.10,0.10,1.250,1.00,2.16,2315.78
1,0.10,0.10,1.250,1.00,2.33,2094.32
1,0.10,0.10,1.250,1.00,2.51,1891.87
1,0.10,0.10,1.250,1.00,2.71,1699.97
1,0.10,0.10,1.250,1.00,2.93,1522.48
1,0.10,0.10,1.250,1.00,3.17,1361.3
1,0.10,0.10,1.250,1.00,3.42,1221.34
1,0.10,0.10,1.250,1.00,3.69,1095.48
1,0.10,0.10,1.250,1.00,3.99,979.694
1,0.10,0.10,1.250,1.00,4.3,880.03
1,0.10,0.10,1.250,1.00,4.65,787.583
1,0.10,0.10,1.250,1.00,5.02,706.195
1,0.10,0.10,1.250,1.00,5.42,634.078
1,0.10,0.10,1.250,1.00,5.85,568.832
1,0.10,0.10,1.250,1.00,6.32,510.5
1,0.10,0.10,1.250,1.00,6.82,458.906
1,0.10,0.10,1.250,1.00,7.37,410.916
1,0.10,0.10,1.250,1.00,7.96,369.836
1,0.10,0.10,1.250,1.00,8.59,332.602
1,0.10,0.10,1.250,1.00,9.28,298.062
1,0.10,0.10,1.250,1.00,10.02,268.142
1,0.10,0.10,1.250,1.00,10.82,240.803
1,0.10,0.10,1.250,1.00,11.68,215.409
1,0.10,0.10,1.250,1.00,12.61,192.103
1,0.10,0.10,1.250,1.00,13.62,171.577
1,0.10,0.10,1.250,1.00,14.71,152.282
1,0.10,0.10,1.250,1.00,15.88,134.706
1,0.10,0.10,1.250,1.00,17.15,119.295
1,0.10,0.10,1.250,1.00,18.52,104.588
1,0.10,0.10,1.250,1.00,20,91.4638
1,0.10,0.10,1.250,2.00,1,1169.59
1,0.10,0.10,1.250,2.00,1.08,1134.76
1,0.10,0.10,1.250,2.00,1.17,1092.35
1,0.10,0.10,1.250,2.00,1.26,1033.79
1,0.10,0.10,1.250,2.00,1.36,956.481
1,0.10,0.10,1.250,2.00,1.47,864.718
1,0.10,0.10,1.250,2.00,1.59,765.379
1,0.10,0.10,1.250,2.00,1.71,673.18
1,0.10,0.10,1.250,2.00,1.85,581.755
1,0.10,0.10,1.250,2.00,2,503.229
1,0.10,0.10,1.250,2.00,2.16,435.516
1,0.10,0.10,1.250,2.00,2.33,378.975
1,0.10,0.10,1.250,2.00,2.51,331.02
1,0.10,0.10,1.250,2.00,2.71,287.776
1,0.10,0.10,1.250,2.00,2.93,248.897
1,0.10,0.10,1.250,2.00,3.17,219.275
1,0.10,0.10,1.250,2.00,3.42,197.981
1,0.10,0.10,1.250,2.00,3.69,178.681
1,0.10,0.10,1.250,2.00,3.99,160.774
1,0.10,0.10,1.250,2.00,4.3,145.298
1,0.10,0.10,1.250,2.00,4.65,130.824
1,0.10,0.10,1.250,2.00,5.02,117.968
1,0.10,0.10,1.250,2.00,5.42,106.342
1,0.10,0.10,1.250,2.00,5.85,95.9815
1,0.10,0.10,1.250,2.00,6.32,86.2834
1,0.10,0.10,1.250,2.00,6.82,77.8579
1,0.10,0.10,1.250,2.00,7.37,70.0422
1,0.10,0.10,1.250,2.00,7.96,62.8055
1,0.10,0.10,1.250,2.00,8.59,56.5408
1,0.10,0.10,1.250,2.00,9.28,50.6401
1,0.10,0.10,1.250,2.00,10.02,45.231
1,0.10,0.10,1.250,2.00,10.82,40.3873
1,0.10,0.10,1.250,2.00,11.68,36.0649
1,0.10,0.10,1.250,2.00,12.61,32.0766
1,0.10,0.10,1.250,2.00,13.62,28.4044
1,0.10,0.10,1.250,2.00,14.71,25.2322
1,0.10,0.10,1.250,2.00,15.88,22.2917
1,0.10,0.10,1.250,2.00,17.15,19.636
1,0.10,0.10,1.250,2.00,18.52,17.3631
1,0.10,0.10,1.250,2.00,20,15.3572
1,0.10,0.10,1.250,4.00,1,152.121
1,0.10,0.10,1.250,4.00,1.08,148.222
1,0.10,0.10,1.250,4.00,1.17,141.219
1,0.10,0.10,1.250,4.00,1.26,132.673
1,0.10,0.10,1.250,4.00,1.36,122.162
1,0.10,0.10,1.250,4.00,1.47,110.742
1,0.10,0.10,1.250,4.00,1.59,98.9526
1,0.10,0.10,1.250,4.00,1.71,88.7083
1,0.10,0.10,1.250,4.00,1.85,78.7322
1,0.10,0.10,1.250,4.00,2,69.8724
1,0.10,0.10,1.250,4.00,2.16,62.205
1,0.10,0.10,1.250,4.00,2.33,55.5174
1,0.10,0.10,1.250,4.00,2.51,50.5064
1,0.10,0.10,1.250,4.00,2.71,46.1447
1,0.10,0.10,1.250,4.00,2.93,42.0702
1,0.10,0.10,1.250,4.00,3.17,38.3083
1,0.10,0.10,1.250,4.00,3.42,35.0003
1,0.10,0.10,1.250,4.00,3.69,31.9271
1,0.10,0.10,1.250,4.00,3.99,29.0468
1,0.10,0.10,1.250,4.00,4.3,26.5098
1,0.10,0.10,1.250,4.00,4.65,24.1047
1,0.10,0.10,1.250,4.00,5.02,21.9272
1,0.10,0.10,1.250,4.00,5.42,19.9582
1,0.10,0.10,1.250,4.00,5.85,18.1498
1,0.10,0.10,1.250,4.00,6.32,16.4764
1,0.10,0.10,1.250,4.00,6.82,15.0203
1,0.10,0.10,1.250,4.00,7.37,13.6203
1,0.10,0.10,1.250,4.00,7.96,12.3575
1,0.10,0.10,1.250,4.00,8.59,11.2395
1,0.10,0.10,1.250,4.00,9.28,10.1718
1,0.10,0.10,1.250,4.00,10.02,9.19427
1,0.10,0.10,1.250,4.00,10.82,8.30803
1,0.10,0.10,1.250,4.00,11.68,7.51182
1,0.10,0.10,1.250,4.00,12.61,6.76801
1,0.10,0.10,1.250,4.00,13.62,6.092
1,0.10,0.10,1.250,4.00,14.71,5.48375
1,0.10,0.10,1.250,4.00,15.88,4.91625
1,0.10,0.10,1.250,4.00,17.15,4.40498
1,0.10,0.10,1.250,4.00,18.52,3.94654
1,0.10,0.10,1.250,4.00,20,3.5408
1,0.10,0.10,2.500,0.25,1,40658.9
1,0.10,0.10,2.500,0.25,1.08,39596
1,0.10,0.10,2.500,0.25,1.17,38587.3
1,0.10,0.10,2.500,0.25,1.26,37787.1
1,0.10,0.10,2.500,0.25,1.36,36815.1
1,0.10,0.10,2.500,0.25,1.47,35639.6
1,0.10,0.10,2.500,0.25,1.59,34310.1
1,0.10,0.10,2.500,0.25,1.71,32976.9
1,0.10,0.10,2.500,0.25,1.85,31460.6
1,0.10,0.10,2.500,0.25,2,29908.5
1,0.10,0.10,2.500,0.25,2.16,28381.8
1,0.10,0.10,2.500,0.25,2.33,26901.3
1,0.10,0.10,2.500,0.25,2.51,25501.9
1,0.10,0.10,2.500,0.25,2.71,23915.8
1,0.10,0.10,2.500,0.25,2.93,21829.6
1,0.10,0.10,2.500,0.25,3.17,19652.3
1,0.10,0.10,2.500,0.25,3.42,17597.1
1,0.10,0.10,2.500,0.25,3.69,15633.9
1,0.10,0.10,2.500,0.25,3.99,13696.3
1,0.10,0.10,2.500,0.25,4.3,11999.2
1,0.10,0.10,2.500,0.25,4.65,10811.1
1,0.10,0.10,2.500,0.25,5.02,9788.3
1,0.10,0.10,2.500,0.25,5.42,8852.03
1,0.10,0.10,2.500,0.25,5.85,7999.19
1,0.10,0.10,2.500,0.25,6.32,7213.2
1,0.10,0.10,2.500,0.25,6.82,6513.8
1,0.10,0.10,2.500,0.25,7.37,5865.27
1,0.10,0.10,2.500,0.25,7.96,5283.33
1,0.10,0.10,2.500,0.25,8.59,4771.14
1,0.10,0.10,2.500,0.25,9.28,4293.48
1,0.10,0.10,2.500,0.25,10.02,3875.13
1,0.10,0.10,2.500,0.25,10.82,3492.93
1,0.10,0.10,2.500,0.25,11.68,3136.9
1,0.10,0.10,2.500,0.25,12.61,2812.57
1,0.10,0.10,2.500,0.25,13.62,2546.34
1,0.10,0.10,2.500,0.25,14.71,2273.48
1,0.10,0.10,2.500,0.25,15.88,2027.39
1,0.10,0.10,2.500,0.25,17.15,1803.38
1,0.10,0.10,2.500,0.25,18.52,1608.67
1,0.10,0.10,2.500,0.25,20,1442.85
1,0.10,0.10,2.500,0.50,1,17221.9
1,0.10,0.10,2.500,0.50,1.08,16773.1
1,0.10,0.10,2.500,0.50,1.17,16384.1
1,0.10,0.10,2.500,0.50,1.26,16038.3
1,0.10,0.10,2.500,0.50,1.36,15601.7
1,0.10,0.10,2.500,0.50,1.47,15077.3
1,0.10,0.10,2.500,0.50,1.59,14475.6
1,0.10,0.10,2.500,0.50,1.71,13864.9
1,0.10,0.10,2.500,0.50,1.85,13186.9
1,0.10,0.10,2.500,0.50,2,12512
1,0.10,0.10,2.500,0.50,2.16,11861.6
1,0.10,0.10,2.500,0.50,2.33,11231.7
1,0.10,0.10,2.500,0.50,2.51,10623.9
1,0.10,0.10,2.500,0.50,2.71,9835.36
1,0.10,0.10,2.500,0.50,2.93,8958.03
1,0.10,0.10,2.500,0.50,3.17,8039.25
1,0.10,0.10,2.500,0.50,3.42,7193.1
1,0.10,0.10,2.500,0.50,3.69,6369.85
1,0.10,0.10,2.500,0.50,3.99,5569.38
1,0.10,0.10,2.500,0.50,4.3,4860.37
1,0.10,0.10,2.500,0.50,4.65,4391.83
1,0.10,0.10,2.500,0.50,5.02,3967.72
1,0.10,0.10,2.500,0.50,5.42,3577.57
1,0.10,0.10,2.500,0.50,5.85,3225.27
1,0.10,0.10,2.500,0.50,6.32,2898.01
1,0.10,0.10,2.500,0.50,6.82,2610.53
1,0.10,0.10,2.500,0.50,7.37,2341.27
1,0.10,0.10,2.500,0.50,7.96,2104.64
1,0.10,0.10,2.500,0.50,8.59,1891.6
1,0.10,0.10,2.500,0.50,9.28,1696.12
1,0.10,0.10,2.500,0.50,10.02,1529.82
1,0.10,0.10,2.500,0.50,10.82,1371.76
1,0.10,0.10,2.500,0.50,11.68,1227.73
1,0.10,0.10,2.500,0.50,12.61,1100.78
1,0.10,0.10,2.500,0.50,13.62,992.482
1,0.10,0.10,2.500,0.50,14.71,878.418
1,0.10,0.10,2.500,0.50,15.88,780.82
1,0.10,0.10,2.500,0.50,17.15,692.273
1,0.10,0.10,2.500,0.50,18.52,615.326
1,0.10,0.10,2.500,0.50,20,552.088
1,0.10,0.10,2.500,1.00,1,5248.03
1,0.10,0.10,2.500,1.00,1.08,5127
1,0.10,0.10,2.500,1.00,1.17,5018.77
1,0.10,0.10,2.500,1.00,1.26,4895.67
1,0.10,0.10,2.500,1.00,1.36,4741.01
1,0.10,0.10,2.500,1.00,1.47,4561.02
1,0.10,0.10,2.500,1.00,1.59,4367.09
1,0.10,0.10,2.500,1.00,1.71,4178.88
1,0.10,0.10,2.500,1.00,1.85,3971.26
1,0.10,0.10,2.500,1.00,2,3767.78
1,0.10,0.10,2.500,1.00,2.16,3567.29
1,0.10,0.10,2.500,1.00,2.33,3378.85
1,0.10,0.10,2.500,1.00,2.51,3178.46
1,0.10,0.10,2.500,1.00,2.71,2928.44
1,0.10,0.10,2.500,1.00,2.93,2661.04
1,0.10,0.10,2.500,1.00,3.17,2389.57
1,0.10,0.10,2.500,1.00,3.42,2129.79
1,0.10,0.10,2.500,1.00,3.69,1876.15
1,0.10,0.10,2.500,1.00,3.99,1633.82
1,0.10,0.10,2.500,1.00,4.3,1418.89
1,0.10,0.10,2.500,1.00,4.65,1273.76
1,0.10,0.10,2.500,1.00,5.02,1148.02
1,0.10,0.10,2.500,1.00,5.42,1032.69
1,0.10,0.10,2.500,1.00,5.85,928.914
1,0.10,0.10,2.500,1.00,6.32,833.828
1,0.10,0.10,2.500,1.00,6.82,748.946
1,0.10,0.10,2.500,1.00,7.37,670.758
1,0.10,0.10,2.500,1.00,7.96,602.361
1,0.10,0.10,2.500,1.00,8.59,540.288
1,0.10,0.10,2.500,1.00,9.28,484.931
1,0.10,0.10,2.500,1.00,10.02,435.331
1,0.10,0.10,2.500,1.00,10.82,388.734
1,0.10,0.10,2.500,1.00,11.68,347.854
1,0.10,0.10,2.500,1.00,12.61,313.522
1,0.10,0.10,2.500,1.00,13.62,279.488
1,0.10,0.10,2.500,1.00,14.71,247.389
1,0.10,0.10,2.500,1.00,15.88,219.296
1,0.10,0.10,2.500,1.00,17.15,195.308
1,0.10,0.10,2.500,1.00,18.52,174.717
1,0.10,0.10,2.500,1.00,20,155.933
1,0.10,0.10,2.500,2.00,1,1121.41
1,0.10,0.10,2.500,2.00,1.08,1085.15
1,0.10,0.10,2.500,2.00,1.17,1043.7
1,0.10,0.10,2.500,2.00,1.26,1004.2
1,0.10,0.10,2.500,2.00,1.36,963.436
1,0.10,0.10,2.500,2.00,1.47,921.789
1,0.10,0.10,2.500,2.00,1.59,879.931
