N,lL,hH,LH,data_name,x,y
2,0.50,0.10,5.000,2.00,11.68,105.158
2,0.50,0.10,5.000,2.00,12.61,90.3852
2,0.50,0.10,5.000,2.00,13.62,79.3043
2,0.50,0.10,5.000,2.00,14.71,69.9993
2,0.50,0.10,5.000,2.00,15.88,61.8726
2,0.50,0.10,5.000,2.00,17.15,55.0266
2,0.50,0.10,5.000,2.00,18.52,49.0235
2,0.50,0.10,5.000,2.00,20,43.7145
2,0.50,0.10,5.000,4.00,1,166.066
2,0.50,0.10,5.000,4.00,1.08,163.908
2,0.50,0.10,5.000,4.00,1.17,161.402
2,0.50,0.10,5.000,4.00,1.26,158.833
2,0.50,0.10,5.000,4.00,1.36,155.93
2,0.50,0.10,5.000,4.00,1.47,152.75
2,0.50,0.10,5.000,4.00,1.59,149.405
2,0.50,0.10,5.000,4.00,1.71,146.436
2,0.50,0.10,5.000,4.00,1.85,142.657
2,0.50,0.10,5.000,4.00,2,137.842
2,0.50,0.10,5.000,4.00,2.16,132.426
2,0.50,0.10,5.000,4.00,2.33,126.655
2,0.50,0.10,5.000,4.00,2.51,120.92
2,0.50,0.10,5.000,4.00,2.71,115.176
2,0.50,0.10,5.000,4.00,2.93,109.404
2,0.50,0.10,5.000,4.00,3.17,103.613
2,0.50,0.10,5.000,4.00,3.42,98.0768
2,0.50,0.10,5.000,4.00,3.69,92.6331
2,0.50,0.10,5.000,4.00,3.99,87.2486
2,0.50,0.10,5.000,4.00,4.3,82.3372
2,0.50,0.10,5.000,4.00,4.65,76.9257
2,0.50,0.10,5.000,4.00,5.02,70.9744
2,0.50,0.10,5.000,4.00,5.42,64.4386
2,0.50,0.10,5.000,4.00,5.85,58.0288
2,0.50,0.10,5.000,4.00,6.32,51.4057
2,0.50,0.10,5.000,4.00,6.82,45.6952
2,0.50,0.10,5.000,4.00,7.37,40.0406
2,0.50,0.10,5.000,4.00,7.96,35.5096
2,0.50,0.10,5.000,4.00,8.59,31.3577
2,0.50,0.10,5.000,4.00,9.28,27.6665
2,0.50,0.10,5.000,4.00,10.02,24.5664
2,0.50,0.10,5.000,4.00,10.82,21.6404
2,0.50,0.10,5.000,4.00,11.68,19.3856
2,0.50,0.10,5.000,4.00,12.61,17.4946
2,0.50,0.10,5.000,4.00,13.62,15.793
2,0.50,0.10,5.000,4.00,14.71,14.1483
2,0.50,0.10,5.000,4.00,15.88,12.7063
2,0.50,0.10,5.000,4.00,17.15,11.4156
2,0.50,0.10,5.000,4.00,18.52,10.3173
2,0.50,0.10,5.000,4.00,20,9.31186
2,0.75,0.10,0.625,0.25,1,30277.9
2,0.75,0.10,0.625,0.25,1.08,28597.7
2,0.75,0.10,0.625,0.25,1.17,26794.6
2,0.75,0.10,0.625,0.25,1.26,25109.4
2,0.75,0.10,0.625,0.25,1.36,23404.1
2,0.75,0.10,0.625,0.25,1.47,21748.3
2,0.75,0.10,0.625,0.25,1.59,20114.1
2,0.75,0.10,0.625,0.25,1.71,18629.3
2,0.75,0.10,0.625,0.25,1.85,17078.2
2,0.75,0.10,0.625,0.25,2,15615.3
2,0.75,0.10,0.625,0.25,2.16,14254.7
2,0.75,0.10,0.625,0.25,2.33,12994.1
2,0.75,0.10,0.625,0.25,2.51,11839.4
2,0.75,0.10,0.625,0.25,2.71,10750
2,0.75,0.10,0.625,0.25,2.93,9724.27
2,0.75,0.10,0.625,0.25,3.17,8792.41
2,0.75,0.10,0.625,0.25,3.42,7968.97
2,0.75,0.10,0.625,0.25,3.69,7229.07
2,0.75,0.10,0.625,0.25,3.99,6525.89
2,0.75,0.10,0.625,0.25,4.3,5930.97
2,0.75,0.10,0.625,0.25,4.65,5346.32
2,0.75,0.10,0.625,0.25,5.02,4822.26
2,0.75,0.10,0.625,0.25,5.42,4348.3
2,0.75,0.10,0.625,0.25,5.85,3907.8
2,0.75,0.10,0.625,0.25,6.32,3496.04
2,0.75,0.10,0.625,0.25,6.82,3130.59
2,0.75,0.10,0.625,0.25,7.37,2783.99
2,0.75,0.10,0.625,0.25,7.96,2469.67
2,0.75,0.10,0.625,0.25,8.59,2193.79
2,0.75,0.10,0.625,0.25,9.28,1936.64
2,0.75,0.10,0.625,0.25,10.02,1711.37
2,0.75,0.10,0.625,0.25,10.82,1510.53
2,0.75,0.10,0.625,0.25,11.68,1332.67
2,0.75,0.10,0.625,0.25,12.61,1167.33
2,0.75,0.10,0.625,0.25,13.62,1014.93
2,0.75,0.10,0.625,0.25,14.71,890.941
2,0.75,0.10,0.625,0.25,15.88,786.602
2,0.75,0.10,0.625,0.25,17.15,693.609
2,0.75,0.10,0.625,0.25,18.52,604.863
2,0.75,0.10,0.625,0.25,20,527.471
2,0.75,0.10,0.625,0.50,1,15664.4
2,0.75,0.10,0.625,0.50,1.08,14216.5
2,0.75,0.10,0.625,0.50,1.17,12560.2
2,0.75,0.10,0.625,0.50,1.26,11029.2
2,0.75,0.10,0.625,0.50,1.36,9753.76
2,0.75,0.10,0.625,0.50,1.47,9045.26
2,0.75,0.10,0.625,0.50,1.59,8341.98
2,0.75,0.10,0.625,0.50,1.71,7704.78
2,0.75,0.10,0.625,0.50,1.85,7038.7
2,0.75,0.10,0.625,0.50,2,6410.56
2,0.75,0.10,0.625,0.50,2.16,5831.17
2,0.75,0.10,0.625,0.50,2.33,5302.99
2,0.75,0.10,0.625,0.50,2.51,4820.95
2,0.75,0.10,0.625,0.50,2.71,4367.73
2,0.75,0.10,0.625,0.50,2.93,3946.1
2,0.75,0.10,0.625,0.50,3.17,3557.74
2,0.75,0.10,0.625,0.50,3.42,3218.39
2,0.75,0.10,0.625,0.50,3.69,2908.99
2,0.75,0.10,0.625,0.50,3.99,2621.11
2,0.75,0.10,0.625,0.50,4.3,2374.11
2,0.75,0.10,0.625,0.50,4.65,2133.14
2,0.75,0.10,0.625,0.50,5.02,1916.34
2,0.75,0.10,0.625,0.50,5.42,1724.1
2,0.75,0.10,0.625,0.50,5.85,1537.06
2,0.75,0.10,0.625,0.50,6.32,1370.83
2,0.75,0.10,0.625,0.50,6.82,1220.25
2,0.75,0.10,0.625,0.50,7.37,1079.44
2,0.75,0.10,0.625,0.50,7.96,954.172
2,0.75,0.10,0.625,0.50,8.59,840.824
2,0.75,0.10,0.625,0.50,9.28,740.895
2,0.75,0.10,0.625,0.50,10.02,650.159
2,0.75,0.10,0.625,0.50,10.82,571.589
2,0.75,0.10,0.625,0.50,11.68,500.877
2,0.75,0.10,0.625,0.50,12.61,434.335
2,0.75,0.10,0.625,0.50,13.62,376.292
2,0.75,0.10,0.625,0.50,14.71,329.234
2,0.75,0.10,0.625,0.50,15.88,289.936
2,0.75,0.10,0.625,0.50,17.15,254.98
2,0.75,0.10,0.625,0.50,18.52,220.795
2,0.75,0.10,0.625,0.50,20,192.82
2,0.75,0.10,0.625,1.00,1,5175.29
2,0.75,0.10,0.625,1.00,1.08,4851.95
2,0.75,0.10,0.625,1.00,1.17,4422.17
2,0.75,0.10,0.625,1.00,1.26,3904.83
2,0.75,0.10,0.625,1.00,1.36,2896.86
2,0.75,0.10,0.625,1.00,1.47,2678.44
2,0.75,0.10,0.625,1.00,1.59,2462.06
2,0.75,0.10,0.625,1.00,1.71,2266.64
2,0.75,0.10,0.625,1.00,1.85,2064.88
2,0.75,0.10,0.625,1.00,2,1876.95
2,0.75,0.10,0.625,1.00,2.16,1703.96
2,0.75,0.10,0.625,1.00,2.33,1545.89
2,0.75,0.10,0.625,1.00,2.51,1402.71
2,0.75,0.10,0.625,1.00,2.71,1266.96
2,0.75,0.10,0.625,1.00,2.93,1141.98
2,0.75,0.10,0.625,1.00,3.17,1027.17
2,0.75,0.10,0.625,1.00,3.42,927.791
2,0.75,0.10,0.625,1.00,3.69,836.779
2,0.75,0.10,0.625,1.00,3.99,753.823
2,0.75,0.10,0.625,1.00,4.3,680.022
2,0.75,0.10,0.625,1.00,4.65,609.454
2,0.75,0.10,0.625,1.00,5.02,546.979
2,0.75,0.10,0.625,1.00,5.42,489.128
2,0.75,0.10,0.625,1.00,5.85,435.863
2,0.75,0.10,0.625,1.00,6.32,387.841
2,0.75,0.10,0.625,1.00,6.82,344.299
2,0.75,0.10,0.625,1.00,7.37,304.178
2,0.75,0.10,0.625,1.00,7.96,268.15
2,0.75,0.10,0.625,1.00,8.59,235.94
2,0.75,0.10,0.625,1.00,9.28,207.508
2,0.75,0.10,0.625,1.00,10.02,181.868
2,0.75,0.10,0.625,1.00,10.82,159.615
2,0.75,0.10,0.625,1.00,11.68,138.587
2,0.75,0.10,0.625,1.00,12.61,119.978
2,0.75,0.10,0.625,1.00,13.62,104.635
2,0.75,0.10,0.625,1.00,14.71,91.9678
2,0.75,0.10,0.625,1.00,15.88,80.8933
2,0.75,0.10,0.625,1.00,17.15,69.7916
2,0.75,0.10,0.625,1.00,18.52,60.4786
2,0.75,0.10,0.625,1.00,20,52.7965
2,0.75,0.10,0.625,2.00,1,804.784
2,0.75,0.10,0.625,2.00,1.08,714.528
2,0.75,0.10,0.625,2.00,1.17,632.909
2,0.75,0.10,0.625,2.00,1.26,565.581
2,0.75,0.10,0.625,2.00,1.36,501.669
2,0.75,0.10,0.625,2.00,1.47,444.692
2,0.75,0.10,0.625,2.00,1.59,405.815
2,0.75,0.10,0.625,2.00,1.71,372.134
2,0.75,0.10,0.625,2.00,1.85,338.098
2,0.75,0.10,0.625,2.00,2,306.8
2,0.75,0.10,0.625,2.00,2.16,278.524
2,0.75,0.10,0.625,2.00,2.33,252.819
2,0.75,0.10,0.625,2.00,2.51,229.803
2,0.75,0.10,0.625,2.00,2.71,207.948
2,0.75,0.10,0.625,2.00,2.93,187.829
2,0.75,0.10,0.625,2.00,3.17,169.17
2,0.75,0.10,0.625,2.00,3.42,152.851
2,0.75,0.10,0.625,2.00,3.69,137.77
2,0.75,0.10,0.625,2.00,3.99,123.434
2,0.75,0.10,0.625,2.00,4.3,111.027
2,0.75,0.10,0.625,2.00,4.65,99.2202
2,0.75,0.10,0.625,2.00,5.02,88.4889
2,0.75,0.10,0.625,2.00,5.42,78.9863
2,0.75,0.10,0.625,2.00,5.85,70.1458
2,0.75,0.10,0.625,2.00,6.32,62.1975
2,0.75,0.10,0.625,2.00,6.82,55.1886
2,0.75,0.10,0.625,2.00,7.37,48.6892
2,0.75,0.10,0.625,2.00,7.96,43.0763
2,0.75,0.10,0.625,2.00,8.59,37.9979
2,0.75,0.10,0.625,2.00,9.28,33.5117
2,0.75,0.10,0.625,2.00,10.02,29.4089
2,0.75,0.10,0.625,2.00,10.82,25.759
2,0.75,0.10,0.625,2.00,11.68,22.7722
2,0.75,0.10,0.625,2.00,12.61,20.1435
2,0.75,0.10,0.625,2.00,13.62,17.7447
2,0.75,0.10,0.625,2.00,14.71,15.5114
2,0.75,0.10,0.625,2.00,15.88,13.6038
2,0.75,0.10,0.625,2.00,17.15,12.0527
2,0.75,0.10,0.625,2.00,18.52,10.5541
2,0.75,0.10,0.625,2.00,20,9.28423
2,0.75,0.10,0.625,4.00,1,101.854
2,0.75,0.10,0.625,4.00,1.08,93.9912
2,0.75,0.10,0.625,4.00,1.17,87.7215
2,0.75,0.10,0.625,4.00,1.26,81.9028
2,0.75,0.10,0.625,4.00,1.36,76.0495
2,0.75,0.10,0.625,4.00,1.47,70.3504
2,0.75,0.10,0.625,4.00,1.59,64.9292
2,0.75,0.10,0.625,4.00,1.71,60.1973
2,0.75,0.10,0.625,4.00,1.85,55.3454
2,0.75,0.10,0.625,4.00,2,50.8277
2,0.75,0.10,0.625,4.00,2.16,46.7117
2,0.75,0.10,0.625,4.00,2.33,42.9079
2,0.75,0.10,0.625,4.00,2.51,39.4553
2,0.75,0.10,0.625,4.00,2.71,36.1235
2,0.75,0.10,0.625,4.00,2.93,33.0345
2,0.75,0.10,0.625,4.00,3.17,30.1094
2,0.75,0.10,0.625,4.00,3.42,27.5424
2,0.75,0.10,0.625,4.00,3.69,25.0871
2,0.75,0.10,0.625,4.00,3.99,22.7621
2,0.75,0.10,0.625,4.00,4.3,20.7253
2,0.75,0.10,0.625,4.00,4.65,18.7305
2,0.75,0.10,0.625,4.00,5.02,16.944
2,0.75,0.10,0.625,4.00,5.42,15.319
2,0.75,0.10,0.625,4.00,5.85,13.7962
2,0.75,0.10,0.625,4.00,6.32,12.4155
2,0.75,0.10,0.625,4.00,6.82,11.1633
2,0.75,0.10,0.625,4.00,7.37,10.0121
2,0.75,0.10,0.625,4.00,7.96,8.99132
2,0.75,0.10,0.625,4.00,8.59,8.06989
2,0.75,0.10,0.625,4.00,9.28,7.24093
2,0.75,0.10,0.625,4.00,10.02,6.4649
2,0.75,0.10,0.625,4.00,10.82,5.76965
2,0.75,0.10,0.625,4.00,11.68,5.17335
2,0.75,0.10,0.625,4.00,12.61,4.64917
2,0.75,0.10,0.625,4.00,13.62,4.16446
2,0.75,0.10,0.625,4.00,14.71,3.69714
2,0.75,0.10,0.625,4.00,15.88,3.29612
2,0.75,0.10,0.625,4.00,17.15,2.9471
2,0.75,0.10,0.625,4.00,18.52,2.61926
2,0.75,0.10,0.625,4.00,20,2.34269
2,0.75,0.10,1.250,0.25,1,43934.9
2,0.75,0.10,1.250,0.25,1.08,43052.6
2,0.75,0.10,1.250,0.25,1.17,42077.7
2,0.75,0.10,1.250,0.25,1.26,41136.6
2,0.75,0.10,1.250,0.25,1.36,39656.3
2,0.75,0.10,1.250,0.25,1.47,37292.3
2,0.75,0.10,1.250,0.25,1.59,34406.3
2,0.75,0.10,1.250,0.25,1.71,31619.7
2,0.75,0.10,1.250,0.25,1.85,28503.9
2,0.75,0.10,1.250,0.25,2,25376.4
2,0.75,0.10,1.250,0.25,2.16,22770.8
2,0.75,0.10,1.250,0.25,2.33,20907.6
2,0.75,0.10,1.250,0.25,2.51,19133.1
2,0.75,0.10,1.250,0.25,2.71,17392.9
2,0.75,0.10,1.250,0.25,2.93,15754.3
2,0.75,0.10,1.250,0.25,3.17,14234.8
2,0.75,0.10,1.250,0.25,3.42,12893.9
2,0.75,0.10,1.250,0.25,3.69,11666.6
2,0.75,0.10,1.250,0.25,3.99,10520.1
2,0.75,0.10,1.250,0.25,4.3,9535.8
2,0.75,0.10,1.250,0.25,4.65,8589.5
2,0.75,0.10,1.250,0.25,5.02,7738.49
2,0.75,0.10,1.250,0.25,5.42,6968.65
2,0.75,0.10,1.250,0.25,5.85,6252.28
2,0.75,0.10,1.250,0.25,6.32,5599.24
2,0.75,0.10,1.250,0.25,6.82,5026.43
2,0.75,0.10,1.250,0.25,7.37,4474.72
2,0.75,0.10,1.250,0.25,7.96,3997.02
2,0.75,0.10,1.250,0.25,8.59,3575.59
2,0.75,0.10,1.250,0.25,9.28,3175.33
2,0.75,0.10,1.250,0.25,10.02,2820.11
2,0.75,0.10,1.250,0.25,10.82,2527.09
2,0.75,0.10,1.250,0.25,11.68,2248.65
2,0.75,0.10,1.250,0.25,12.61,1989.05
2,0.75,0.10,1.250,0.25,13.62,1763.37
2,0.75,0.10,1.250,0.25,14.71,1557.58
2,0.75,0.10,1.250,0.25,15.88,1383.58
2,0.75,0.10,1.250,0.25,17.15,1231.87
2,0.75,0.10,1.250,0.25,18.52,1077.56
2,0.75,0.10,1.250,0.25,20,946.139
2,0.75,0.10,1.250,0.50,1,21740.8
2,0.75,0.10,1.250,0.50,1.08,20184.2
2,0.75,0.10,1.250,0.50,1.17,18195.8
2,0.75,0.10,1.250,0.50,1.26,17392.2
2,0.75,0.10,1.250,0.50,1.36,16570.3
2,0.75,0.10,1.250,0.50,1.47,15510.4
2,0.75,0.10,1.250,0.50,1.59,14333.4
2,0.75,0.10,1.250,0.50,1.71,13172.1
2,0.75,0.10,1.250,0.50,1.85,11850.2
2,0.75,0.10,1.250,0.50,2,10514.4
2,0.75,0.10,1.250,0.50,2.16,9426.56
2,0.75,0.10,1.250,0.50,2.33,8623.08
2,0.75,0.10,1.250,0.50,2.51,7870.66
2,0.75,0.10,1.250,0.50,2.71,7140.08
2,0.75,0.10,1.250,0.50,2.93,6451.37
2,0.75,0.10,1.250,0.50,3.17,5813.52
2,0.75,0.10,1.250,0.50,3.42,5250.65
2,0.75,0.10,1.250,0.50,3.69,4739.17
2,0.75,0.10,1.250,0.50,3.99,4263.18
2,0.75,0.10,1.250,0.50,4.3,3850.94
2,0.75,0.10,1.250,0.50,4.65,3462.81
2,0.75,0.10,1.250,0.50,5.02,3107.75
2,0.75,0.10,1.250,0.50,5.42,2791.63
2,0.75,0.10,1.250,0.50,5.85,2494.2
2,0.75,0.10,1.250,0.50,6.32,2225.99
2,0.75,0.10,1.250,0.50,6.82,1986.48
2,0.75,0.10,1.250,0.50,7.37,1759.85
2,0.75,0.10,1.250,0.50,7.96,1566.39
2,0.75,0.10,1.250,0.50,8.59,1393.14
2,0.75,0.10,1.250,0.50,9.28,1228.86
2,0.75,0.10,1.250,0.50,10.02,1089.24
2,0.75,0.10,1.250,0.50,10.82,971.874
2,0.75,0.10,1.250,0.50,11.68,855.46
2,0.75,0.10,1.250,0.50,12.61,753.969
2,0.75,0.10,1.250,0.50,13.62,666.105
2,0.75,0.10,1.250,0.50,14.71,585.863
2,0.75,0.10,1.250,0.50,15.88,519.477
2,0.75,0.10,1.250,0.50,17.15,458.74
2,0.75,0.10,1.250,0.50,18.52,401.085
2,0.75,0.10,1.250,0.50,20,348.398
2,0.75,0.10,1.250,1.00,1,7442.04
2,0.75,0.10,1.250,1.00,1.08,7152.33
2,0.75,0.10,1.250,1.00,1.17,6656.03
2,0.75,0.10,1.250,1.00,1.26,5960.34
2,0.75,0.10,1.250,1.00,1.36,5013.7
2,0.75,0.10,1.250,1.00,1.47,4690.67
2,0.75,0.10,1.250,1.00,1.59,4313.07
2,0.75,0.10,1.250,1.00,1.71,3934
2,0.75,0.10,1.250,1.00,1.85,3506.83
2,0.75,0.10,1.250,1.00,2,3100.31
2,0.75,0.10,1.250,1.00,2.16,2776.29
2,0.75,0.10,1.250,1.00,2.33,2534.8
2,0.75,0.10,1.250,1.00,2.51,2308.27
2,0.75,0.10,1.250,1.00,2.71,2089.98
2,0.75,0.10,1.250,1.00,2.93,1884.58
2,0.75,0.10,1.250,1.00,3.17,1695.2
2,0.75,0.10,1.250,1.00,3.42,1528.29
2,0.75,0.10,1.250,1.00,3.69,1376.39
2,0.75,0.10,1.250,1.00,3.99,1235.96
2,0.75,0.10,1.250,1.00,4.3,1113.33
2,0.75,0.10,1.250,1.00,4.65,996.185
2,0.75,0.10,1.250,1.00,5.02,891.848
2,0.75,0.10,1.250,1.00,5.42,795.948
2,0.75,0.10,1.250,1.00,5.85,709.734
2,0.75,0.10,1.250,1.00,6.32,632.262
2,0.75,0.10,1.250,1.00,6.82,561.349
2,0.75,0.10,1.250,1.00,7.37,497.905
2,0.75,0.10,1.250,1.00,7.96,442
2,0.75,0.10,1.250,1.00,8.59,390.782
2,0.75,0.10,1.250,1.00,9.28,344.962
2,0.75,0.10,1.250,1.00,10.02,307.034
2,0.75,0.10,1.250,1.00,10.82,271.819
2,0.75,0.10,1.250,1.00,11.68,238.66
2,0.75,0.10,1.250,1.00,12.61,210.315
2,0.75,0.10,1.250,1.00,13.62,185.395
2,0.75,0.10,1.250,1.00,14.71,164.222
2,0.75,0.10,1.250,1.00,15.88,145.319
2,0.75,0.10,1.250,1.00,17.15,126.582
2,0.75,0.10,1.250,1.00,18.52,110.27
2,0.75,0.10,1.250,1.00,20,95.1106
2,0.75,0.10,1.250,2.00,1,1303.41
2,0.75,0.10,1.250,2.00,1.08,1278.18
2,0.75,0.10,1.250,2.00,1.17,1249.44
2,0.75,0.10,1.250,2.00,1.26,1195.16
2,0.75,0.10,1.250,2.00,1.36,1114.98
2,0.75,0.10,1.250,2.00,1.47,1014.96
2,0.75,0.10,1.250,2.00,1.59,905.651
2,0.75,0.10,1.250,2.00,1.71,802.882
2,0.75,0.10,1.250,2.00,1.85,699.735
2,0.75,0.10,1.250,2.00,2,610.211
2,0.75,0.10,1.250,2.00,2.16,531.86
2,0.75,0.10,1.250,2.00,2.33,464.461
2,0.75,0.10,1.250,2.00,2.51,407.166
2,0.75,0.10,1.250,2.00,2.71,354.481
2,0.75,0.10,1.250,2.00,2.93,307.377
2,0.75,0.10,1.250,2.00,3.17,272.222
2,0.75,0.10,1.250,2.00,3.42,245.928
2,0.75,0.10,1.250,2.00,3.69,221.606
2,0.75,0.10,1.250,2.00,3.99,198.665
2,0.75,0.10,1.250,2.00,4.3,178.673
2,0.75,0.10,1.250,2.00,4.65,159.896
2,0.75,0.10,1.250,2.00,5.02,143.044
2,0.75,0.10,1.250,2.00,5.42,128.047
2,0.75,0.10,1.250,2.00,5.85,114.203
2,0.75,0.10,1.250,2.00,6.32,101.777
2,0.75,0.10,1.250,2.00,6.82,90.9499
2,0.75,0.10,1.250,2.00,7.37,80.7069
2,0.75,0.10,1.250,2.00,7.96,71.7187
2,0.75,0.10,1.250,2.00,8.59,64.0304
2,0.75,0.10,1.250,2.00,9.28,56.8384
2,0.75,0.10,1.250,2.00,10.02,50.126
2,0.75,0.10,1.250,2.00,10.82,44.4335
2,0.75,0.10,1.250,2.00,11.68,39.4453
2,0.75,0.10,1.250,2.00,12.61,34.9331
2,0.75,0.10,1.250,2.00,13.62,30.9765
2,0.75,0.10,1.250,2.00,14.71,27.1507
2,0.75,0.10,1.250,2.00,15.88,23.95
2,0.75,0.10,1.250,2.00,17.15,21.0239
2,0.75,0.10,1.250,2.00,18.52,18.5726
2,0.75,0.10,1.250,2.00,20,16.506
2,0.75,0.10,1.250,4.00,1,163.829
2,0.75,0.10,1.250,4.00,1.08,161.414
2,0.75,0.10,1.250,4.00,1.17,156.046
2,0.75,0.10,1.250,4.00,1.26,148.427
2,0.75,0.10,1.250,4.00,1.36,138.089
2,0.75,0.10,1.250,4.00,1.47,125.989
2,0.75,0.10,1.250,4.00,1.59,113.36
2,0.75,0.10,1.250,4.00,1.71,102.191
2,0.75,0.10,1.250,4.00,1.85,91.1395
2,0.75,0.10,1.250,4.00,2,81.4394
2,0.75,0.10,1.250,4.00,2.16,72.8633
2,0.75,0.10,1.250,4.00,2.33,65.8964
2,0.75,0.10,1.250,4.00,2.51,60.6487
2,0.75,0.10,1.250,4.00,2.71,55.6452
2,0.75,0.10,1.250,4.00,2.93,50.9499
2,0.75,0.10,1.250,4.00,3.17,46.5578
2,0.75,0.10,1.250,4.00,3.42,42.6345
2,0.75,0.10,1.250,4.00,3.69,38.9304
2,0.75,0.10,1.250,4.00,3.99,35.3498
2,0.75,0.10,1.250,4.00,4.3,32.209
2,0.75,0.10,1.250,4.00,4.65,29.166
2,0.75,0.10,1.250,4.00,5.02,26.4356
2,0.75,0.10,1.250,4.00,5.42,23.9607
2,0.75,0.10,1.250,4.00,5.85,21.6214
2,0.75,0.10,1.250,4.00,6.32,19.5417
2,0.75,0.10,1.250,4.00,6.82,17.6608
2,0.75,0.10,1.250,4.00,7.37,15.8772
2,0.75,0.10,1.250,4.00,7.96,14.299
2,0.75,0.10,1.250,4.00,8.59,12.9428
2,0.75,0.10,1.250,4.00,9.28,11.637
2,0.75,0.10,1.250,4.00,10.02,10.4448
2,0.75,0.10,1.250,4.00,10.82,9.39228
2,0.75,0.10,1.250,4.00,11.68,8.43085
2,0.75,0.10,1.250,4.00,12.61,7.60121
2,0.75,0.10,1.250,4.00,13.62,6.8287
2,0.75,0.10,1.250,4.00,14.71,6.08839
2,0.75,0.10,1.250,4.00,15.88,5.45729
2,0.75,0.10,1.250,4.00,17.15,4.86271
2,0.75,0.10,1.250,4.00,18.52,4.37019
2,0.75,0.10,1.250,4.00,20,3.92949
2,0.75,0.10,2.500,0.25,1,44122.7
2,0.75,0.10,2.500,0.25,1.08,43252.6
2,0.75,0.10,2.500,0.25,1.17,42294.1
2,0.75,0.10,2.500,0.25,1.26,41366.5
2,0.75,0.10,2.500,0.25,1.36,40420.6
2,0.75,0.10,2.500,0.25,1.47,39602.9
2,0.75,0.10,2.500,0.25,1.59,38706.3
2,0.75,0.10,2.500,0.25,1.71,37728.9
2,0.75,0.10,2.500,0.25,1.85,36517.5
2,0.75,0.10,2.500,0.25,2,35181.8
2,0.75,0.10,2.500,0.25,2.16,33796
2,0.75,0.10,2.500,0.25,2.33,32368.1
2,0.75,0.10,2.500,0.25,2.51,30929.7
2,0.75,0.10,2.500,0.25,2.71,29235.6
2,0.75,0.10,2.500,0.25,2.93,26894.9
2,0.75,0.10,2.500,0.25,3.17,24322.6
2,0.75,0.10,2.500,0.25,3.42,21804.1
2,0.75,0.10,2.500,0.25,3.69,19374.6
2,0.75,0.10,2.500,0.25,3.99,17008.7
2,0.75,0.10,2.500,0.25,4.3,15018.1
2,0.75,0.10,2.500,0.25,4.65,13630.3
2,0.75,0.10,2.500,0.25,5.02,12322.1
2,0.75,0.10,2.500,0.25,5.42,11107.4
2,0.75,0.10,2.500,0.25,5.85,9980.88
2,0.75,0.10,2.500,0.25,6.32,8929.59
2,0.75,0.10,2.500,0.25,6.82,7993.03
2,0.75,0.10,2.500,0.25,7.37,7120.68
2,0.75,0.10,2.500,0.25,7.96,6339.33
2,0.75,0.10,2.500,0.25,8.59,5661.1
2,0.75,0.10,2.500,0.25,9.28,5023.04
2,0.75,0.10,2.500,0.25,10.02,4475.36
2,0.75,0.10,2.500,0.25,10.82,3987.6
2,0.75,0.10,2.500,0.25,11.68,3539.53
2,0.75,0.10,2.500,0.25,12.61,3140.04
2,0.75,0.10,2.500,0.25,13.62,2814.21
2,0.75,0.10,2.500,0.25,14.71,2492.28
2,0.75,0.10,2.500,0.25,15.88,2208.92
2,0.75,0.10,2.500,0.25,17.15,1955.72
2,0.75,0.10,2.500,0.25,18.52,1737.44
2,0.75,0.10,2.500,0.25,20,1552.69
2,0.75,0.10,2.500,0.50,1,23340.8
2,0.75,0.10,2.500,0.50,1.08,22112.7
2,0.75,0.10,2.500,0.50,1.17,20078.7
2,0.75,0.10,2.500,0.50,1.26,18214
2,0.75,0.10,2.500,0.50,1.36,17163
2,0.75,0.10,2.500,0.50,1.47,16827.5
2,0.75,0.10,2.500,0.50,1.59,16429.2
2,0.75,0.10,2.500,0.50,1.71,15988.3
2,0.75,0.10,2.500,0.50,1.85,15441.3
2,0.75,0.10,2.500,0.50,2,14833.2
2,0.75,0.10,2.500,0.50,2.16,14211.1
2,0.75,0.10,2.500,0.50,2.33,13585.3
2,0.75,0.10,2.500,0.50,2.51,12954.4
2,0.75,0.10,2.500,0.50,2.71,12098
2,0.75,0.10,2.500,0.50,2.93,11091.2
2,0.75,0.10,2.500,0.50,3.17,9991.93
2,0.75,0.10,2.500,0.50,3.42,8962.21
2,0.75,0.10,2.500,0.50,3.69,7958.33
2,0.75,0.10,2.500,0.50,3.99,6982.02
2,0.75,0.10,2.500,0.50,4.3,6156.18
2,0.75,0.10,2.500,0.50,4.65,5565.02
2,0.75,0.10,2.500,0.50,5.02,5016.35
2,0.75,0.10,2.500,0.50,5.42,4503.49
2,0.75,0.10,2.500,0.50,5.85,4035.25
2,0.75,0.10,2.500,0.50,6.32,3593.19
2,0.75,0.10,2.500,0.50,6.82,3206.14
2,0.75,0.10,2.500,0.50,7.37,2839.73
2,0.75,0.10,2.500,0.50,7.96,2522.47
2,0.75,0.10,2.500,0.50,8.59,2238.37
2,0.75,0.10,2.500,0.50,9.28,1977.85
2,0.75,0.10,2.500,0.50,10.02,1759.66
2,0.75,0.10,2.500,0.50,10.82,1557.26
2,0.75,0.10,2.500,0.50,11.68,1375
2,0.75,0.10,2.500,0.50,12.61,1218.5
2,0.75,0.10,2.500,0.50,13.62,1086.6
2,0.75,0.10,2.500,0.50,14.71,953.757
2,0.75,0.10,2.500,0.50,15.88,842.082
2,0.75,0.10,2.500,0.50,17.15,742.639
