N,lL,hH,LH,data_name,x,y
1,0.10,0.10,0.625,0.25,1,2156.79
1,0.10,0.10,0.625,0.25,1.08,1933.72
1,0.10,0.10,0.625,0.25,1.17,1726.32
1,0.10,0.10,0.625,0.25,1.26,1558.65
1,0.10,0.10,0.625,0.25,1.36,1403.5
1,0.10,0.10,0.625,0.25,1.47,1260.61
1,0.10,0.10,0.625,0.25,1.59,1131.14
1,0.10,0.10,0.625,0.25,1.71,1021.14
1,0.10,0.10,0.625,0.25,1.85,912.88
1,0.10,0.10,0.625,0.25,2,815.726
1,0.10,0.10,0.625,0.25,2.16,731.772
1,0.10,0.10,0.625,0.25,2.33,657.504
1,0.10,0.10,0.625,0.25,2.51,587.184
1,0.10,0.10,0.625,0.25,2.71,524.71
1,0.10,0.10,0.625,0.25,2.93,468.152
1,0.10,0.10,0.625,0.25,3.17,418.358
1,0.10,0.10,0.625,0.25,3.42,376.024
1,0.10,0.10,0.625,0.25,3.69,338.908
1,0.10,0.10,0.625,0.25,3.99,305.096
1,0.10,0.10,0.625,0.25,4.3,276.402
1,0.10,0.10,0.625,0.25,4.65,249.634
1,0.10,0.10,0.625,0.25,5.02,226.451
1,0.10,0.10,0.625,0.25,5.42,205.785
1,0.10,0.10,0.625,0.25,5.85,187.524
1,0.10,0.10,0.625,0.25,6.32,167.611
1,0.10,0.10,0.625,0.25,6.82,143.999
1,0.10,0.10,0.625,0.25,7.37,128.598
1,0.10,0.10,0.625,0.25,7.96,115.158
1,0.10,0.10,0.625,0.25,8.59,104.319
1,0.10,0.10,0.625,0.25,9.28,95.2656
1,0.10,0.10,0.625,0.25,10.02,85.7992
1,0.10,0.10,0.625,0.25,10.82,78.3623
1,0.10,0.10,0.625,0.25,11.68,71.7471
1,0.10,0.10,0.625,0.25,12.61,65.7102
1,0.10,0.10,0.625,0.25,13.62,60.2116
1,0.10,0.10,0.625,0.25,14.71,55.1588
1,0.10,0.10,0.625,0.25,15.88,50.5166
1,0.10,0.10,0.625,0.25,17.15,46.2752
1,0.10,0.10,0.625,0.25,18.52,42.318
1,0.10,0.10,0.625,0.25,20,38.9231
1,0.10,0.10,0.625,0.50,1,608.582
1,0.10,0.10,0.625,0.50,1.08,551.561
1,0.10,0.10,0.625,0.50,1.17,497.672
1,0.10,0.10,0.625,0.50,1.26,452.293
1,0.10,0.10,0.625,0.50,1.36,410.255
1,0.10,0.10,0.625,0.50,1.47,371.006
1,0.10,0.10,0.625,0.50,1.59,334.636
1,0.10,0.10,0.625,0.50,1.71,304.884
1,0.10,0.10,0.625,0.50,1.85,275.241
1,0.10,0.10,0.625,0.50,2,249.876
1,0.10,0.10,0.625,0.50,2.16,227.507
1,0.10,0.10,0.625,0.50,2.33,207.034
1,0.10,0.10,0.625,0.50,2.51,189.674
1,0.10,0.10,0.625,0.50,2.71,175.32
1,0.10,0.10,0.625,0.50,2.93,163.657
1,0.10,0.10,0.625,0.50,3.17,153.932
1,0.10,0.10,0.625,0.50,3.42,146.879
1,0.10,0.10,0.625,0.50,3.69,140.063
1,0.10,0.10,0.625,0.50,3.99,132.404
1,0.10,0.10,0.625,0.50,4.3,124.33
1,0.10,0.10,0.625,0.50,4.65,115.995
1,0.10,0.10,0.625,0.50,5.02,107.949
1,0.10,0.10,0.625,0.50,5.42,100.075
1,0.10,0.10,0.625,0.50,5.85,92.5223
1,0.10,0.10,0.625,0.50,6.32,82.6644
1,0.10,0.10,0.625,0.50,6.82,68.6757
1,0.10,0.10,0.625,0.50,7.37,61.004
1,0.10,0.10,0.625,0.50,7.96,54.2016
1,0.10,0.10,0.625,0.50,8.59,49.0897
1,0.10,0.10,0.625,0.50,9.28,45.072
1,0.10,0.10,0.625,0.50,10.02,40.6084
1,0.10,0.10,0.625,0.50,10.82,37.3421
1,0.10,0.10,0.625,0.50,11.68,34.3726
1,0.10,0.10,0.625,0.50,12.61,31.6837
1,0.10,0.10,0.625,0.50,13.62,29.2211
1,0.10,0.10,0.625,0.50,14.71,26.9788
1,0.10,0.10,0.625,0.50,15.88,24.9189
1,0.10,0.10,0.625,0.50,17.15,23.0381
1,0.10,0.10,0.625,0.50,18.52,21.3524
1,0.10,0.10,0.625,0.50,20,19.7954
1,0.10,0.10,0.625,1.00,1,207.888
1,0.10,0.10,0.625,1.00,1.08,192.523
1,0.10,0.10,0.625,1.00,1.17,178.16
1,0.10,0.10,0.625,1.00,1.26,165.963
1,0.10,0.10,0.625,1.00,1.36,154.356
1,0.10,0.10,0.625,1.00,1.47,143.499
1,0.10,0.10,0.625,1.00,1.59,133.498
1,0.10,0.10,0.625,1.00,1.71,124.557
1,0.10,0.10,0.625,1.00,1.85,115.505
1,0.10,0.10,0.625,1.00,2,107.3
1,0.10,0.10,0.625,1.00,2.16,99.8158
1,0.10,0.10,0.625,1.00,2.33,92.5884
1,0.10,0.10,0.625,1.00,2.51,86.1517
1,0.10,0.10,0.625,1.00,2.71,80.0734
1,0.10,0.10,0.625,1.00,2.93,74.4689
1,0.10,0.10,0.625,1.00,3.17,69.3183
1,0.10,0.10,0.625,1.00,3.42,64.8203
1,0.10,0.10,0.625,1.00,3.69,60.7905
1,0.10,0.10,0.625,1.00,3.99,56.984
1,0.10,0.10,0.625,1.00,4.3,53.6487
1,0.10,0.10,0.625,1.00,4.65,50.4597
1,0.10,0.10,0.625,1.00,5.02,47.4842
1,0.10,0.10,0.625,1.00,5.42,44.455
1,0.10,0.10,0.625,1.00,5.85,41.3467
1,0.10,0.10,0.625,1.00,6.32,37.1787
1,0.10,0.10,0.625,1.00,6.82,31.9037
1,0.10,0.10,0.625,1.00,7.37,28.9309
1,0.10,0.10,0.625,1.00,7.96,26.3968
1,0.10,0.10,0.625,1.00,8.59,24.321
1,0.10,0.10,0.625,1.00,9.28,22.5024
1,0.10,0.10,0.625,1.00,10.02,20.7821
1,0.10,0.10,0.625,1.00,10.82,19.2597
1,0.10,0.10,0.625,1.00,11.68,17.8654
1,0.10,0.10,0.625,1.00,12.61,16.5771
1,0.10,0.10,0.625,1.00,13.62,15.3731
1,0.10,0.10,0.625,1.00,14.71,14.2653
1,0.10,0.10,0.625,1.00,15.88,13.2582
1,0.10,0.10,0.625,1.00,17.15,12.3295
1,0.10,0.10,0.625,1.00,18.52,11.4577
1,0.10,0.10,0.625,1.00,20,10.6615
1,0.10,0.10,0.625,2.00,1,93.9884
1,0.10,0.10,0.625,2.00,1.08,88.2065
1,0.10,0.10,0.625,2.00,1.17,82.549
1,0.10,0.10,0.625,2.00,1.26,77.5702
1,0.10,0.10,0.625,2.00,1.36,72.746
1,0.10,0.10,0.625,2.00,1.47,68.0034
1,0.10,0.10,0.625,2.00,1.59,63.5248
1,0.10,0.10,0.625,2.00,1.71,59.4412
1,0.10,0.10,0.625,2.00,1.85,55.3319
1,0.10,0.10,0.625,2.00,2,51.5927
1,0.10,0.10,0.625,2.00,2.16,48.1441
1,0.10,0.10,0.625,2.00,2.33,44.9219
1,0.10,0.10,0.625,2.00,2.51,41.8962
1,0.10,0.10,0.625,2.00,2.71,38.9607
1,0.10,0.10,0.625,2.00,2.93,36.1979
1,0.10,0.10,0.625,2.00,3.17,33.6208
1,0.10,0.10,0.625,2.00,3.42,31.3013
1,0.10,0.10,0.625,2.00,3.69,29.134
1,0.10,0.10,0.625,2.00,3.99,27.0539
1,0.10,0.10,0.625,2.00,4.3,25.2102
1,0.10,0.10,0.625,2.00,4.65,23.4191
1,0.10,0.10,0.625,2.00,5.02,21.7939
1,0.10,0.10,0.625,2.00,5.42,20.2702
1,0.10,0.10,0.625,2.00,5.85,18.8618
1,0.10,0.10,0.625,2.00,6.32,17.4499
1,0.10,0.10,0.625,2.00,6.82,15.9704
1,0.10,0.10,0.625,2.00,7.37,14.7695
1,0.10,0.10,0.625,2.00,7.96,13.6839
1,0.10,0.10,0.625,2.00,8.59,12.727
1,0.10,0.10,0.625,2.00,9.28,11.8535
1,0.10,0.10,0.625,2.00,10.02,11.0029
1,0.10,0.10,0.625,2.00,10.82,10.236
1,0.10,0.10,0.625,2.00,11.68,9.51889
1,0.10,0.10,0.625,2.00,12.61,8.85576
1,0.10,0.10,0.625,2.00,13.62,8.24636
1,0.10,0.10,0.625,2.00,14.71,7.69074
1,0.10,0.10,0.625,2.00,15.88,7.18456
1,0.10,0.10,0.625,2.00,17.15,6.71247
1,0.10,0.10,0.625,2.00,18.52,6.23274
1,0.10,0.10,0.625,2.00,20,5.80368
1,0.10,0.10,0.625,4.00,1,42.6476
1,0.10,0.10,0.625,4.00,1.08,40.468
1,0.10,0.10,0.625,4.00,1.17,38.2298
1,0.10,0.10,0.625,4.00,1.26,36.1775
1,0.10,0.10,0.625,4.00,1.36,34.1451
1,0.10,0.10,0.625,4.00,1.47,32.1966
1,0.10,0.10,0.625,4.00,1.59,30.2954
1,0.10,0.10,0.625,4.00,1.71,28.5976
1,0.10,0.10,0.625,4.00,1.85,26.8244
1,0.10,0.10,0.625,4.00,2,25.1487
1,0.10,0.10,0.625,4.00,2.16,23.581
1,0.10,0.10,0.625,4.00,2.33,22.1493
1,0.10,0.10,0.625,4.00,2.51,20.8077
1,0.10,0.10,0.625,4.00,2.71,19.4912
1,0.10,0.10,0.625,4.00,2.93,18.2294
1,0.10,0.10,0.625,4.00,3.17,17.0345
1,0.10,0.10,0.625,4.00,3.42,15.9525
1,0.10,0.10,0.625,4.00,3.69,14.935
1,0.10,0.10,0.625,4.00,3.99,13.9678
1,0.10,0.10,0.625,4.00,4.3,13.1022
1,0.10,0.10,0.625,4.00,4.65,12.258
1,0.10,0.10,0.625,4.00,5.02,11.4791
1,0.10,0.10,0.625,4.00,5.42,10.7393
1,0.10,0.10,0.625,4.00,5.85,10.0372
1,0.10,0.10,0.625,4.00,6.32,9.31777
1,0.10,0.10,0.625,4.00,6.82,8.54719
1,0.10,0.10,0.625,4.00,7.37,7.93982
1,0.10,0.10,0.625,4.00,7.96,7.38277
1,0.10,0.10,0.625,4.00,8.59,6.89168
1,0.10,0.10,0.625,4.00,9.28,6.43706
1,0.10,0.10,0.625,4.00,10.02,5.95856
1,0.10,0.10,0.625,4.00,10.82,5.55518
1,0.10,0.10,0.625,4.00,11.68,5.18661
1,0.10,0.10,0.625,4.00,12.61,4.84878
1,0.10,0.10,0.625,4.00,13.62,4.53629
1,0.10,0.10,0.625,4.00,14.71,4.24722
1,0.10,0.10,0.625,4.00,15.88,3.97997
1,0.10,0.10,0.625,4.00,17.15,3.73199
1,0.10,0.10,0.625,4.00,18.52,3.48111
1,0.10,0.10,0.625,4.00,20,3.2794
1,0.10,0.10,1.250,0.25,1,3331.81
1,0.10,0.10,1.250,0.25,1.08,3172.41
1,0.10,0.10,1.250,0.25,1.17,3003.27
1,0.10,0.10,1.250,0.25,1.26,2845.04
1,0.10,0.10,1.250,0.25,1.36,2643.05
1,0.10,0.10,1.250,0.25,1.47,2391.26
1,0.10,0.10,1.250,0.25,1.59,2140.35
1,0.10,0.10,1.250,0.25,1.71,1923.29
1,0.10,0.10,1.250,0.25,1.85,1707.99
1,0.10,0.10,1.250,0.25,2,1516.01
1,0.10,0.10,1.250,0.25,2.16,1342.26
1,0.10,0.10,1.250,0.25,2.33,1191.51
1,0.10,0.10,1.250,0.25,2.51,1063.03
1,0.10,0.10,1.250,0.25,2.71,946.79
1,0.10,0.10,1.250,0.25,2.93,841.261
1,0.10,0.10,1.250,0.25,3.17,748.086
1,0.10,0.10,1.250,0.25,3.42,666.708
1,0.10,0.10,1.250,0.25,3.69,594.898
1,0.10,0.10,1.250,0.25,3.99,528.428
1,0.10,0.10,1.250,0.25,4.3,473.857
1,0.10,0.10,1.250,0.25,4.65,423.128
1,0.10,0.10,1.250,0.25,5.02,376.558
1,0.10,0.10,1.250,0.25,5.42,336.12
1,0.10,0.10,1.250,0.25,5.85,301.028
1,0.10,0.10,1.250,0.25,6.32,270.495
1,0.10,0.10,1.250,0.25,6.82,243.892
1,0.10,0.10,1.250,0.25,7.37,220.509
1,0.10,0.10,1.250,0.25,7.96,200.349
1,0.10,0.10,1.250,0.25,8.59,182.7
1,0.10,0.10,1.250,0.25,9.28,166.779
1,0.10,0.10,1.250,0.25,10.02,152.709
1,0.10,0.10,1.250,0.25,10.82,140.052
1,0.10,0.10,1.250,0.25,11.68,128.578
1,0.10,0.10,1.250,0.25,12.61,114.58
1,0.10,0.10,1.250,0.25,13.62,102.044
1,0.10,0.10,1.250,0.25,14.71,90.8931
1,0.10,0.10,1.250,0.25,15.88,83.1165
1,0.10,0.10,1.250,0.25,17.15,75.988
1,0.10,0.10,1.250,0.25,18.52,67.9575
1,0.10,0.10,1.250,0.25,20,62.158
1,0.10,0.10,1.250,0.50,1,925.363
1,0.10,0.10,1.250,0.50,1.08,885.707
1,0.10,0.10,1.250,0.50,1.17,843.139
1,0.10,0.10,1.250,0.50,1.26,800.862
1,0.10,0.10,1.250,0.50,1.36,737.167
1,0.10,0.10,1.250,0.50,1.47,669.309
1,0.10,0.10,1.250,0.50,1.59,603.834
1,0.10,0.10,1.250,0.50,1.71,546.62
1,0.10,0.10,1.250,0.50,1.85,490.275
1,0.10,0.10,1.250,0.50,2,438.859
1,0.10,0.10,1.250,0.50,2.16,392.262
1,0.10,0.10,1.250,0.50,2.33,352.182
1,0.10,0.10,1.250,0.50,2.51,316.733
1,0.10,0.10,1.250,0.50,2.71,285.115
1,0.10,0.10,1.250,0.50,2.93,256.288
1,0.10,0.10,1.250,0.50,3.17,230.559
1,0.10,0.10,1.250,0.50,3.42,209.301
1,0.10,0.10,1.250,0.50,3.69,189.977
1,0.10,0.10,1.250,0.50,3.99,173.293
1,0.10,0.10,1.250,0.50,4.3,159.269
1,0.10,0.10,1.250,0.50,4.65,145.972
1,0.10,0.10,1.250,0.50,5.02,134.572
1,0.10,0.10,1.250,0.50,5.42,125.198
1,0.10,0.10,1.250,0.50,5.85,117.536
1,0.10,0.10,1.250,0.50,6.32,110.691
1,0.10,0.10,1.250,0.50,6.82,105.166
1,0.10,0.10,1.250,0.50,7.37,99.8509
1,0.10,0.10,1.250,0.50,7.96,94.3345
1,0.10,0.10,1.250,0.50,8.59,88.2963
1,0.10,0.10,1.250,0.50,9.28,82.3745
1,0.10,0.10,1.250,0.50,10.02,76.5187
1,0.10,0.10,1.250,0.50,10.82,70.7755
1,0.10,0.10,1.250,0.50,11.68,65.304
1,0.10,0.10,1.250,0.50,12.61,57.3208
1,0.10,0.10,1.250,0.50,13.62,50.2996
1,0.10,0.10,1.250,0.50,14.71,44.132
1,0.10,0.10,1.250,0.50,15.88,40.5007
1,0.10,0.10,1.250,0.50,17.15,37.1108
1,0.10,0.10,1.250,0.50,18.52,33.0765
1,0.10,0.10,1.250,0.50,20,30.4043
1,0.10,0.10,1.250,1.00,1,300.658
1,0.10,0.10,1.250,1.00,1.08,289.512
1,0.10,0.10,1.250,1.00,1.17,277.582
1,0.10,0.10,1.250,1.00,1.26,262.316
1,0.10,0.10,1.250,1.00,1.36,243.674
1,0.10,0.10,1.250,1.00,1.47,224.903
1,0.10,0.10,1.250,1.00,1.59,206.781
1,0.10,0.10,1.250,1.00,1.71,191.444
1,0.10,0.10,1.250,1.00,1.85,175.986
1,0.10,0.10,1.250,1.00,2,162.015
1,0.10,0.10,1.250,1.00,2.16,149.423
1,0.10,0.10,1.250,1.00,2.33,138.32
1,0.10,0.10,1.250,1.00,2.51,128.399
1,0.10,0.10,1.250,1.00,2.71,119.052
1,0.10,0.10,1.250,1.00,2.93,110.291
1,0.10,0.10,1.250,1.00,3.17,102.118
1,0.10,0.10,1.250,1.00,3.42,94.7333
1,0.10,0.10,1.250,1.00,3.69,87.7804
1,0.10,0.10,1.250,1.00,3.99,81.2748
1,0.10,0.10,1.250,1.00,4.3,75.4936
1,0.10,0.10,1.250,1.00,4.65,69.6806
1,0.10,0.10,1.250,1.00,5.02,64.5623
1,0.10,0.10,1.250,1.00,5.42,59.8966
1,0.10,0.10,1.250,1.00,5.85,55.6897
1,0.10,0.10,1.250,1.00,6.32,51.7887
1,0.10,0.10,1.250,1.00,6.82,48.2581
1,0.10,0.10,1.250,1.00,7.37,45.0357
1,0.10,0.10,1.250,1.00,7.96,42.12
1,0.10,0.10,1.250,1.00,8.59,39.4526
1,0.10,0.10,1.250,1.00,9.28,36.9365
1,0.10,0.10,1.250,1.00,10.02,34.5852
1,0.10,0.10,1.250,1.00,10.82,32.2787
1,0.10,0.10,1.250,1.00,11.68,29.9853
1,0.10,0.10,1.250,1.00,12.61,26.7248
1,0.10,0.10,1.250,1.00,13.62,23.8909
1,0.10,0.10,1.250,1.00,14.71,21.6147
1,0.10,0.10,1.250,1.00,15.88,19.9701
1,0.10,0.10,1.250,1.00,17.15,18.4511
1,0.10,0.10,1.250,1.00,18.52,16.9715
1,0.10,0.10,1.250,1.00,20,15.7193
1,0.10,0.10,1.250,2.00,1,126.052
1,0.10,0.10,1.250,2.00,1.08,122.007
1,0.10,0.10,1.250,2.00,1.17,117.289
1,0.10,0.10,1.250,2.00,1.26,111.329
1,0.10,0.10,1.250,2.00,1.36,105.043
1,0.10,0.10,1.250,2.00,1.47,98.6117
1,0.10,0.10,1.250,2.00,1.59,92.3425
1,0.10,0.10,1.250,2.00,1.71,86.6364
1,0.10,0.10,1.250,2.00,1.85,80.8302
1,0.10,0.10,1.250,2.00,2,75.4553
1,0.10,0.10,1.250,2.00,2.16,70.4307
1,0.10,0.10,1.250,2.00,2.33,65.8149
1,0.10,0.10,1.250,2.00,2.51,61.5315
1,0.10,0.10,1.250,2.00,2.71,57.3751
1,0.10,0.10,1.250,2.00,2.93,53.3443
1,0.10,0.10,1.250,2.00,3.17,49.5602
1,0.10,0.10,1.250,2.00,3.42,46.0838
1,0.10,0.10,1.250,2.00,3.69,42.8912
1,0.10,0.10,1.250,2.00,3.99,39.887
1,0.10,0.10,1.250,2.00,4.3,37.1863
1,0.10,0.10,1.250,2.00,4.65,34.512
1,0.10,0.10,1.250,2.00,5.02,32.0594
1,0.10,0.10,1.250,2.00,5.42,29.7882
1,0.10,0.10,1.250,2.00,5.85,27.6991
1,0.10,0.10,1.250,2.00,6.32,25.7297
1,0.10,0.10,1.250,2.00,6.82,23.9108
1,0.10,0.10,1.250,2.00,7.37,22.2016
1,0.10,0.10,1.250,2.00,7.96,20.6322
1,0.10,0.10,1.250,2.00,8.59,19.1927
1,0.10,0.10,1.250,2.00,9.28,17.8242
1,0.10,0.10,1.250,2.00,10.02,16.5603
1,0.10,0.10,1.250,2.00,10.82,15.3819
1,0.10,0.10,1.250,2.00,11.68,14.2868
1,0.10,0.10,1.250,2.00,12.61,13.1773
1,0.10,0.10,1.250,2.00,13.62,12.1627
1,0.10,0.10,1.250,2.00,14.71,11.2451
1,0.10,0.10,1.250,2.00,15.88,10.4708
1,0.10,0.10,1.250,2.00,17.15,9.745
1,0.10,0.10,1.250,2.00,18.52,9.02278
1,0.10,0.10,1.250,2.00,20,8.38034
1,0.10,0.10,1.250,4.00,1,54.4951
1,0.10,0.10,1.250,4.00,1.08,53.095
1,0.10,0.10,1.250,4.00,1.17,51.1177
1,0.10,0.10,1.250,4.00,1.26,48.9891
1,0.10,0.10,1.250,4.00,1.36,46.7108
1,0.10,0.10,1.250,4.00,1.47,44.3763
1,0.10,0.10,1.250,4.00,1.59,41.992
1,0.10,0.10,1.250,4.00,1.71,39.7946
1,0.10,0.10,1.250,4.00,1.85,37.4863
1,0.10,0.10,1.250,4.00,2,35.2851
1,0.10,0.10,1.250,4.00,2.16,33.213
1,0.10,0.10,1.250,4.00,2.33,31.2655
1,0.10,0.10,1.250,4.00,2.51,29.4339
1,0.10,0.10,1.250,4.00,2.71,27.6431
1,0.10,0.10,1.250,4.00,2.93,25.9188
1,0.10,0.10,1.250,4.00,3.17,24.2486
1,0.10,0.10,1.250,4.00,3.42,22.7229
1,0.10,0.10,1.250,4.00,3.69,21.2844
1,0.10,0.10,1.250,4.00,3.99,19.8891
1,0.10,0.10,1.250,4.00,4.3,18.6139
1,0.10,0.10,1.250,4.00,4.65,17.3646
1,0.10,0.10,1.250,4.00,5.02,16.2167
1,0.10,0.10,1.250,4.00,5.42,15.1367
1,0.10,0.10,1.250,4.00,5.85,14.1257
1,0.10,0.10,1.250,4.00,6.32,13.1795
1,0.10,0.10,1.250,4.00,6.82,12.3199
1,0.10,0.10,1.250,4.00,7.37,11.5065
1,0.10,0.10,1.250,4.00,7.96,10.7577
1,0.10,0.10,1.250,4.00,8.59,10.0579
1,0.10,0.10,1.250,4.00,9.28,9.38446
1,0.10,0.10,1.250,4.00,10.02,8.74818
1,0.10,0.10,1.250,4.00,10.82,8.15643
1,0.10,0.10,1.250,4.00,11.68,7.6148
1,0.10,0.10,1.250,4.00,12.61,7.0594
1,0.10,0.10,1.250,4.00,13.62,6.54934
1,0.10,0.10,1.250,4.00,14.71,6.07923
1,0.10,0.10,1.250,4.00,15.88,5.68695
1,0.10,0.10,1.250,4.00,17.15,5.30216
1,0.10,0.10,1.250,4.00,18.52,4.89497
1,0.10,0.10,1.250,4.00,20,4.55968
1,0.10,0.10,2.500,0.25,1,3595.86
1,0.10,0.10,2.500,0.25,1.08,3447.86
1,0.10,0.10,2.500,0.25,1.17,3288.46
1,0.10,0.10,2.500,0.25,1.26,3136.84
1,0.10,0.10,2.500,0.25,1.36,2980.14
1,0.10,0.10,2.500,0.25,1.47,2823.17
1,0.10,0.10,2.500,0.25,1.59,2667.96
1,0.10,0.10,2.500,0.25,1.71,2526.98
1,0.10,0.10,2.500,0.25,1.85,2378.05
1,0.10,0.10,2.500,0.25,2,2234.29
1,0.10,0.10,2.500,0.25,2.16,2096.71
1,0.10,0.10,2.500,0.25,2.33,1966.58
1,0.10,0.10,2.500,0.25,2.51,1844.34
1,0.10,0.10,2.500,0.25,2.71,1703.95
1,0.10,0.10,2.500,0.25,2.93,1527.46
1,0.10,0.10,2.500,0.25,3.17,1358.81
1,0.10,0.10,2.500,0.25,3.42,1210.48
1,0.10,0.10,2.500,0.25,3.69,1076.61
1,0.10,0.10,2.500,0.25,3.99,951.484
1,0.10,0.10,2.500,0.25,4.3,845.082
1,0.10,0.10,2.500,0.25,4.65,746.327
1,0.10,0.10,2.500,0.25,5.02,663.1
1,0.10,0.10,2.500,0.25,5.42,591.25
1,0.10,0.10,2.500,0.25,5.85,527.442
1,0.10,0.10,2.500,0.25,6.32,468.759
1,0.10,0.10,2.500,0.25,6.82,419.854
1,0.10,0.10,2.500,0.25,7.37,373.832
1,0.10,0.10,2.500,0.25,7.96,334.707
1,0.10,0.10,2.500,0.25,8.59,300.706
1,0.10,0.10,2.500,0.25,9.28,269.999
1,0.10,0.10,2.500,0.25,10.02,242.036
1,0.10,0.10,2.500,0.25,10.82,217.056
1,0.10,0.10,2.500,0.25,11.68,195.627
1,0.10,0.10,2.500,0.25,12.61,176.178
1,0.10,0.10,2.500,0.25,13.62,159.34
1,0.10,0.10,2.500,0.25,14.71,144.491
1,0.10,0.10,2.500,0.25,15.88,131.672
1,0.10,0.10,2.500,0.25,17.15,119.969
1,0.10,0.10,2.500,0.25,18.52,109.263
1,0.10,0.10,2.500,0.25,20,99.6743
1,0.10,0.10,2.500,0.50,1,989.218
1,0.10,0.10,2.500,0.50,1.08,952.496
1,0.10,0.10,2.500,0.50,1.17,912.679
1,0.10,0.10,2.500,0.50,1.26,874.733
1,0.10,0.10,2.500,0.50,1.36,835.036
1,0.10,0.10,2.500,0.50,1.47,794.154
1,0.10,0.10,2.500,0.50,1.59,752.644
1,0.10,0.10,2.500,0.50,1.71,714.305
1,0.10,0.10,2.500,0.50,1.85,673.866
1,0.10,0.10,2.500,0.50,2,635.026
1,0.10,0.10,2.500,0.50,2.16,598.141
1,0.10,0.10,2.500,0.50,2.33,563.13
1,0.10,0.10,2.500,0.50,2.51,529.276
1,0.10,0.10,2.500,0.50,2.71,483.414
1,0.10,0.10,2.500,0.50,2.93,437.525
1,0.10,0.10,2.500,0.50,3.17,393.027
1,0.10,0.10,2.500,0.50,3.42,354.672
1,0.10,0.10,2.500,0.50,3.69,319.553
1,0.10,0.10,2.500,0.50,3.99,287.174
1,0.10,0.10,2.500,0.50,4.3,259.255
1,0.10,0.10,2.500,0.50,4.65,233.489
1,0.10,0.10,2.500,0.50,5.02,211.427
1,0.10,0.10,2.500,0.50,5.42,191.551
1,0.10,0.10,2.500,0.50,5.85,174.157
1,0.10,0.10,2.500,0.50,6.32,158.526
1,0.10,0.10,2.500,0.50,6.82,144.42
1,0.10,0.10,2.500,0.50,7.37,131.79
1,0.10,0.10,2.500,0.50,7.96,120.658
1,0.10,0.10,2.500,0.50,8.59,110.834
1,0.10,0.10,2.500,0.50,9.28,101.399
1,0.10,0.10,2.500,0.50,10.02,93.2224
1,0.10,0.10,2.500,0.50,10.82,86.375
1,0.10,0.10,2.500,0.50,11.68,80.4311
1,0.10,0.10,2.500,0.50,12.61,75.3069
1,0.10,0.10,2.500,0.50,13.62,70.7941
1,0.10,0.10,2.500,0.50,14.71,66.7389
1,0.10,0.10,2.500,0.50,15.88,62.4872
1,0.10,0.10,2.500,0.50,17.15,58.3073
1,0.10,0.10,2.500,0.50,18.52,54.285
1,0.10,0.10,2.500,0.50,20,50.4132
1,0.10,0.10,2.500,1.00,1,318.28
1,0.10,0.10,2.500,1.00,1.08,308.084
1,0.10,0.10,2.500,1.00,1.17,297.051
1,0.10,0.10,2.500,1.00,1.26,286.479
1,0.10,0.10,2.500,1.00,1.36,275.334
1,0.10,0.10,2.500,1.00,1.47,263.856
1,0.10,0.10,2.500,1.00,1.59,252.343
1,0.10,0.10,2.500,1.00,1.71,241.801
1,0.10,0.10,2.500,1.00,1.85,230.609
1,0.10,0.10,2.500,1.00,2,219.813
1,0.10,0.10,2.500,1.00,2.16,209.492
1,0.10,0.10,2.500,1.00,2.33,199.634
1,0.10,0.10,2.500,1.00,2.51,187.919
1,0.10,0.10,2.500,1.00,2.71,173.932
1,0.10,0.10,2.500,1.00,2.93,160.434
1,0.10,0.10,2.500,1.00,3.17,147.53
1,0.10,0.10,2.500,1.00,3.42,136.098
1,0.10,0.10,2.500,1.00,3.69,125.486
1,0.10,0.10,2.500,1.00,3.99,115.444
1,0.10,0.10,2.500,1.00,4.3,106.569
1,0.10,0.10,2.500,1.00,4.65,98.222
1,0.10,0.10,2.500,1.00,5.02,90.8391
1,0.10,0.10,2.500,1.00,5.42,84.1939
1,0.10,0.10,2.500,1.00,5.85,78.0536
1,0.10,0.10,2.500,1.00,6.32,72.3532
1,0.10,0.10,2.500,1.00,6.82,66.9849
1,0.10,0.10,2.500,1.00,7.37,61.9562
1,0.10,0.10,2.500,1.00,7.96,57.4009
1,0.10,0.10,2.500,1.00,8.59,53.1087
1,0.10,0.10,2.500,1.00,9.28,49.0825
1,0.10,0.10,2.500,1.00,10.02,45.4324
1,0.10,0.10,2.500,1.00,10.82,42.0795
1,0.10,0.10,2.500,1.00,11.68,39.0638
1,0.10,0.10,2.500,1.00,12.61,36.2939
1,0.10,0.10,2.500,1.00,13.62,33.7203
1,0.10,0.10,2.500,1.00,14.71,31.4071
1,0.10,0.10,2.500,1.00,15.88,29.3046
1,0.10,0.10,2.500,1.00,17.15,27.3578
1,0.10,0.10,2.500,1.00,18.52,25.5792
1,0.10,0.10,2.500,1.00,20,23.8885
1,0.10,0.10,2.500,2.00,1,130.791
1,0.10,0.10,2.500,2.00,1.08,127.013
1,0.10,0.10,2.500,2.00,1.17,122.976
1,0.10,0.10,2.500,2.00,1.26,119.231
1,0.10,0.10,2.500,2.00,1.36,115.368
1,0.10,0.10,2.500,2.00,1.47,111.411
1,0.10,0.10,2.500,2.00,1.59,107.392
1,0.10,0.10,2.500,2.00,1.71,103.63
1,0.10,0.10,2.500,2.00,1.85,99.524
